,business_name,location,inspection_score
1432,SFSU STATION CAFE,"(37.720851, -122.477084)",77.0
1433,NY Frankfurter / Hot Dog Cart,"(37.779847, -122.418985)",95.5
1434,AT&T - BON APPETIT KITCHEN & Concession Stand [145165],"(37.778382, -122.391151)",94.1428571429
1435,AT&T - DOGGIE DINER room 3228 [145164],"(37.778382, -122.391151)",97.3333333333
1436,AT&T - PANTRY/WALK-IN BOX/suite [145163],"(37.778382, -122.391151)",94.4
1437,AT&T -Espresso-Dessert carts & room 4.29.02-suite level [145144],"(37.778382, -122.391151)",97.3333333333
1438,AT&T - Pub Murph's Guiness Club House/Room5302 [145151],"(37.778382, -122.391151)",96.0
1439,AT&T - VENDING COMMISSARY [145152],"(37.757923, -122.393914)",91.4
1440,AT&T - DOGGIE DINNER Room 5310 [145153],"(37.778382, -122.391151)",98.2857142857
1441,AT&T - DERBY GRILL Room 5311 [145154],"(37.778382, -122.391151)",94.1111111111
1442,AT&T - DOGGIE DINNER-Room 5318/v [145156],"(37.778382, -122.391151)",94.7142857143
1443,AT&T - SAY HEY SAUSAGE-Room 5319 [145157],"(37.778382, -122.391151)",97.0
1444,AT&T - Derby Grill- Room 5323/view [145158],"(37.757923, -122.393914)",97.5
1445,AT&T - DOGGIE DINNER - Room 5325 [145159],"(37.778382, -122.391151)",98.3333333333
1446,AT&T - VENDING COMMISSARY Rm5326 [145160],"(37.778382, -122.391151)",93.2
1447,AT&T -Room 5331 GILROY GARLIC FRIES/view [145161],"(37.778382, -122.391151)",94.6666666667
1448,AT&T - DOGGIE DINNER - Rm 5333/v [145162],"(37.778382, -122.391151)",93.875
1449,AT&T - FIELD CLUB CONCESSION [145185],"(37.778382, -122.391151)",90.8
1450,AT&T - COMMISARY KITCHEN [145184],"(37.778382, -122.391151)",94.1666666667
1451,AT&T - EMPLOYEE TRAINING RM F/L [145183],"(37.778382, -122.391151)",97.1428571429
1452,AT&T - DRY STORAGE [145182],"(37.778382, -122.391151)",98.3333333333
1453,AT&T - DERBY GRILL room 2103 [145171],"(37.778382, -122.391151)",94.5
1454,AT&T - ROOM 2106 GILROY GARLIC [145172],"(37.778382, -122.391151)",92.8888888889
1455,AT&T - DOGGIE DINER Room 2112 [145173],"(37.778382, -122.391151)",96.6666666667
1456,AT&T - Room 2114 Budweiser [145174],"(37.778382, -122.391151)",98.3333333333
1457,AT&T - GILROY GARLIC FRIES Room 2118 [145175],"(37.778382, -122.391151)",99.1428571429
1458,AT&T - DOGGIE DINER room 2121 [145176],"(37.778382, -122.391151)",93.4
1459,AT&T - SAY HEY SAUSAGE room 2127 [145177],"(37.778382, -122.391151)",93.3333333333
1460,AT&T -Room 2130 Derby Grill/Port Walk Pizza [145178],"(37.778382, -122.391151)",91.2
1461,AT&T - DOGGIE DINER room 2134 [145179],"(37.778382, -122.391151)",96.0
1462,AT&T - VENDING ROOM [145180],"(37.778382, -122.391151)",100.0
1463,AT&T - DOGGIE-SAUSAGE-/Room 2142 [145181],"(37.778382, -122.391151)",93.0
1464,AT&T - DOGGIE DINER room 3205 [145167],"(37.778382, -122.391151)",96.6666666667
1465,AT&T - BON APPETIT Room 3209 [145168],"(37.778382, -122.391151)",94.2
1466,AT&T - STORE ROOM WALK-IN BOX [145166],"(37.778382, -122.391151)",98.0
1467,S. F. Chowder A Chili Cart,"(37.80824, -122.410189)",95.0
1468,S. F. Gourmet Hot Dog Cart,"(37.80824, -122.410189)",82.7777777778
1469,AT&T - CABLE CAR BAR (PROMENADE) [146520],"(37.778382, -122.391151)",98.1666666667
1470,AT&T - CABLE CAR BAR (VIEW) [146519],"(37.778382, -122.391151)",95.2857142857
1471,Fun Food Partners - Aunt Fanny's,"(37.668824, -122.409411)",97.5
1472,BAYCO VENDING,"(37.7918832, -122.3988413)",100.0
1473,J & J VENDING,"(37.908931, -122.0644932)",100.0
1474,"RICO VENDING, INC","(37.7918832, -122.3988413)",100.0
1475,Glide Memorial Church,"(37.785096, -122.411651)",78.6363636364
1477,LAWTON ELEMENTARY SCHOOL,"(37.758013, -122.489596)",96.875
1478,ULLOA ELEMENTARY SCHOOL,"(37.737289, -122.499923)",96.8571428571
1479,STEVENSON ELEMENTARY SCHOOL,"(37.748853, -122.492255)",98.8571428571
1480,GIANNINI MIDDLE SCHOOL,"(37.751406, -122.497233)",99.3333333333
1481,NEW SUNSET ELEMENTARY SCHOOL,"(37.750928, -122.499814)",94.0909090909
1482,KEY ELEMENTARY SCHOOL,"(37.758108, -122.502465)",100.0
1483,LINCOLN HIGH SCHOOL,"(37.747228, -122.481299)",98.5
1484,APTOS MIDDLE SCHOOL,"(37.730198, -122.466238)",99.0
1485,SLOAT ELEMENTARY SCHOOL,"(37.731868, -122.470957)",96.0
1486,FLYNN ELEMENTARY SCHOOL,"(37.748264, -122.41197)",99.6666666667
1487,LOWELL HIGH SCHOOL,"(37.731027, -122.483578)",98.0
1488,SUNNYSIDE ELEMENTARY SCHOOL,"(37.730307, -122.448801)",97.3333333333
1489,JUNIPERO SERRA ELEMENTARY SCHOOL,"(37.736683, -122.421132)",100.0
1490,ORTEGA ELEMENTARY SCHOOL,"(37.716156, -122.466248)",92.0
1491,SHERIDAN ELEMENTARY SCHOOL,"(37.714304, -122.459115)",97.5
1492,BALBOA HIGH SCHOOL,"(37.722067, -122.43983)",97.4285714286
1493,DENMAN MIDDLE SCHOOL,"(37.721825, -122.442876)",94.2
1494,MANN MIDDLE SCHOOL,"(37.753704, -122.420198)",97.0
1495,Zaida T. Rodriguez (ZTR) Annex Child Development Center,"(37.750243, -122.419293)",99.3333333333
1496,LICK MIDDLE SCHOOL,"(37.74949, -122.43175)",97.8333333333
1497,FAIRMOUNT ELEMENTARY SCHOOL,"(37.740395, -122.425576)",99.6
1498,ALVARADO ELEMENTARY SCHOOL,"(37.753684, -122.438696)",92.3333333333
1499,WEST PORTAL ELEMENTARY SCHOOL,"(37.7436078, -122.4646366)",94.3636363636
1500,LAKESHORE ELEMENTARY SCHOOL,"(37.730637, -122.4861)",89.9
1501,MISSION ED. CENTER ELEMENTARY,"(37.742294, -122.43104)",95.5714285714
1502,MIRALOMA ELEMENTARY SCHOOL,"(37.739266, -122.450227)",96.8571428571
1503,GLEN PARK ELEMENTARY SCHOOL,"(37.73322, -122.435998)",91.9
1504,MOSCONE ELEMENTARY SCHOOL,"(37.756231, -122.412293)",96.0
1505,WEBSTER ELEMENTARY SCHOOL,"(37.760474, -122.396296)",94.75
1506,S.F. International High School,"(37.755257, -122.408455)",97.4285714286
1507,GUADALUPE ELEMENTARY SCHOOL,"(37.710464, -122.434202)",98.0
1508,HILLCREST ELEMENTARY SCHOOL,"(37.729016, -122.419253)",91.7272727273
1509,GEORGE WASHINGTON HIGH SCHOOL,"(37.777772, -122.492005)",98.8571428571
1510,LAFAYETTE ELEMENTARY SCHOOL,"(37.777603, -122.49649)",98.0
1511,Theodore Roosevelt Middle School,"(37.782383, -122.458926)",98.5
1512,FRANK MCCOPPIN ELEMENTARY SCHOOL,"(37.778382, -122.462787)",100.0
1513,RAP/HILLTOP School,"(37.7504466, -122.4096581)",96.0
1514,Presidio Middle School,"(37.780823, -122.490105)",97.0
1515,Rosa Parks Elementary School,"(37.783604, -122.430141)",95.3333333333
1516,MCKINLEY ELEMENTARY SCHOOL,"(37.767231, -122.436377)",94.2222222222
1517,HARVEY MILK ELEMENTARY SCHOOL,"(37.759173, -122.436488)",91.6153846154
1518,ALICE FONG YU ELEMENTARY SCHOOL,"(37.759386, -122.469292)",94.375
1519,JEFFERSON ELEMENTARY SCHOOL,"(37.763543, -122.476332)",93.0
1520,GRATTAN ELEMENTARY SCHOOL,"(37.763842, -122.450513)",93.3333333333
1521,HOOVER MIDDLE SCHOOL,"(37.745374, -122.470308)",87.4
1522,CLARENDON ELEMENTARY SCHOOL,"(37.751552, -122.456517)",89.5833333333
1523,John Muir Elementary School,"(37.774046, -122.429076)",96.0
1524,Ida B Wells Continuation High School,"(37.775443, -122.433977)",100.0
1525,NEW TRADITIONS ALTERNATIVE SCHOOL,"(37.774333, -122.450327)",92.6666666667
1526,Zaida T. Rodriguez (ZTR) Child Development Center,"(37.749837, -122.418255)",100.0
1527,ROOFTOP SCHOOL,"(37.754685, -122.443967)",94.4
1528,CARVER ELEMENTARY SCHOOL,"(37.732408, -122.386391)",98.6666666667
1529,RAOUL WALLENBERG HIGH SCHOOL,"(37.780133, -122.445864)",99.6
1530,Gateway High/Kip Schools,"(37.783427, -122.437747)",91.4545454545
1531,SOTA (SCHOOL OF THE ARTS),"(37.745674, -122.45085)",91.25
1532,Sanchez School,"(37.76395, -122.430767)",92.8181818182
1533,DREW ELEMENTARY SCHOOL,"(37.731736, -122.393522)",97.6
1534,BURTON HIGH SCHOOL,"(37.720656, -122.405108)",96.8571428571
1535,June Jordan,"(37.719719, -122.425581)",99.6666666667
1536,MARTIN L. KING MIDDLE SCHOOL,"(37.728088, -122.404921)",100.0
1537,VISITACION VALLEY MIDDLE SCHOOL,"(37.714428, -122.411433)",95.4545454545
1538,TAYLOR ELEMENTARY SCHOOL,"(37.7273231, -122.4073587)",97.8333333333
1539,KING ELEMENTARY SCHOOL,"(37.753196, -122.39939)",93.1111111111
1540,MALCOLM X ELEMENTARY SCHOOL,"(37.733741, -122.380619)",98.3333333333
1541,LONGFELLOW ELEMENTARY SCHOOL,"(37.710459, -122.447713)",92.1
1542,VISITACION VALLEY ELEMENTARY SCHOOL,"(37.712531, -122.4101641)",97.1428571429
1543,CARMICHAEL ELEMENTARY SCHOOL,"(37.776948, -122.406342)",94.0
1544,CHAVEZ ELEMENTARY SCHOOL,"(37.754805, -122.415376)",94.3
1545,REVERE ELEMENTARY SCHOOL,"(37.737336, -122.4131513)",99.6666666667
1546,HARTE ELEMENTARY SCHOOL,"(37.718746, -122.389105)",98.1666666667
1547,THURGOOD MARSHALL HIGH SCHOOL,"(37.7359038, -122.4017965)",92.0909090909
1548,CLAIRE LILIENTHAL SCHOOL-MADISON CA,"(37.786808, -122.458014)",94.0
1549,Francisco Middle School,"(37.804368, -122.411617)",96.25
1550,Chinese Education Center Elementary School,"(37.794909, -122.404114)",100.0
1551,Jean Parker Elementary School,"(37.802479, -122.411234)",97.6666666667
1552,Gordon J Lau Elementary School,"(37.794008, -122.408734)",98.6666666667
1553,Spring Valley Elementary School,"(37.794434, -122.418857)",95.75
1554,Redding Elementary School,"(37.789753, -122.419277)",97.4285714286
1555,Bryant Elementary School,"(37.751776, -122.404626)",97.1428571429
1556,O'CONNELL HIGH SCHOOL,"(37.75962, -122.414674)",99.0
1557,FILIPINO ED. CTR ELEMENTARY SCHOOL,"(37.780295, -122.400308)",94.4444444444
1558,MISSION HIGH SCHOOL,"(37.761425, -122.427293)",90.3
1559,CLEVELAND ELEMENTARY SCHOOL,"(37.720765, -122.429004)",100.0
1560,SAN FRANCISCO COMMUNITY ELEM.SCHOOL,"(37.725657, -122.432348)",98.6666666667
1561,Downtown High School,"(37.761354, -122.404146)",95.25
1562,BRET HARTE CHILDREN'S CENTER,"(37.718375, -122.390006)",97.3333333333
1563,MONROE ELEMENTARY SCHOOL,"(37.725199, -122.430106)",98.1666666667
1564,Garfield Elementary School,"(37.801794, -122.406534)",98.0
1565,Galileo High School,"(37.803347, -122.424084)",92.4166666667
1566,Yick Wo Elementary School,"(37.801964, -122.416254)",97.3333333333
1567,MARINA MIDDLE SCHOOL,"(37.801776, -122.43641)",94.0
1568,LILIENTHAL ELEMENTARY SCHOOL,"(37.803537, -122.443547)",92.3333333333
1569,SHERMAN ELEMENTARY SCHOOL,"(37.798243, -122.426167)",92.2857142857
1570,ARGONNE ALTERNATIVE ELEMENTARY SCHO,"(37.775155, -122.476785)",100.0
1571,ST CHARLES SCHOOL,"(37.762074, -122.416107)",91.6363636364
1572,SAN FRANCISCO DAY SCHOOL,"(37.777988, -122.446877)",99.0
1573,ARCHBISHOP RIORDAN HIGH SCHOOL CAFE,"(37.727337, -122.45245)",81.2941176471
1574,"SAN FRANCISCO SCHOOL, THE","(37.732518, -122.411648)",98.1666666667
1575,CORNERSTONES ACADEMY,"(37.729108, -122.418728)",92.5333333333
1576,ST GABRIEL SCHOOL,"(37.739514, -122.499046)",100.0
1577,HAMLIN,"(37.794608, -122.432474)",84.8333333333
1578,Sts. Peter & Paul School,"(37.801278, -122.410384)",94.125
1579,EPIPHANY ELEMENTARY,"(37.715985, -122.434402)",95.3333333333
1580,Notre Dame des Victoires,"(37.791393, -122.406497)",98.3333333333
1581,BRANDEIS-HILLEL DAY SCHOOL,"(37.713935, -122.475282)",92.8333333333
1582,LICK-WILMERDING HIGH SCHOOL,"(37.722933, -122.448971)",90.6153846154
1583,ST. THOMAS MORE,"(37.712259, -122.47308)",94.6666666667
1584,IMMACULATE CONCPTION ACADEMY,"(37.751923, -122.423558)",96.8
1585,ST PETER'S PARISH SCHOOL,"(37.751678, -122.41)",97.0
1586,SF CHRISTIAN DAY SCHOOL,"(37.709896, -122.448082)",95.875
1587,ST. THOMAS THE APOSTLE,"(37.775573, -122.499709)",98.2857142857
1588,ST. JOHN'S SNACK BAR,"(37.735264, -122.437679)",94.6
1589,ST. ANNE,"(37.763403, -122.471582)",92.6
1590,ST VINCENT DE PAUL,"(37.795882, -122.43789)",93.625
1591,HILLWOOD SCHOOL,"(37.793364, -122.439834)",96.0
1592,Mother Goose School,"(37.783013, -122.488126)",91.7142857143
1593,EUREKA LEARNING CENTER,"(37.754988, -122.436685)",100.0
1594,St. Ignatius,"(37.749624, -122.495556)",96.3333333333
1595,Chinese Hospital,"(37.795663, -122.409173)",100.0
1596,EDEN VILLA-SAN FRANCISCO,"(37.782418, -122.448764)",100.0
1597,"Heritage, The","(37.802798, -122.431547)",95.2
1598,DAVIES MEDICAL CENTER,"(37.7686681, -122.4354274)",91.6
1599,RICHMOND SENIOR CENTER - 3RD FLOOR,"(37.779943, -122.486199)",98.4
1600,ST. JOHN OF GOD SENIOR MEALS PROGRA,"(37.764408, -122.461978)",93.5
1601,RICHMOND YMCA SENIOR CENTER,"(37.781253, -122.477265)",97.3333333333
1602,SF Adult Day Services,"(37.713253, -122.454822)",99.5
1603,Presentation Adult Day Health,"(37.785033, -122.411458)",97.3333333333
1604,SF Senior Center at Aquatic Park Meals Program,"(37.806258, -122.423704)",94.4
1605,San Francisco Senior Center Downtown Branch,"(37.785789, -122.412648)",99.3333333333
1606,Golden Gate Day Health (St. Anthony),"(37.781568, -122.416373)",100.0
1607,Curry Senior Center,"(37.782703, -122.414527)",83.0
1608,MISSION YMCA SENIOR MEALS PROGRAM,"(37.732292, -122.427831)",97.3333333333
1609,RUSSIAN AMERICAN COMMUNITY SVC,"(37.780768, -122.449974)",96.5
1610,SELF-HELP FOR THE ELDERLY,"(37.780174, -122.481229)",100.0
1611,On Low Wui Senior Center,"(37.791586, -122.408452)",98.6666666667
1612,STONESTOWN FAMILY YMCA (SR. ANNEX),"(37.730576, -122.47588)",95.6666666667
1613,CENTRO LATINO DE SAN FRANCISCO,"(37.766618, -122.421263)",92.3333333333
1614,The Salvation Army,"(37.754397, -122.420915)",92.8
1615,Mission Neighborhood Centers,"(37.761007, -122.418215)",96.0
1616,PRESIDIO GATE APARTMENTS,"(37.798558, -122.446784)",96.8
1617,JOSEPH LEE RECREATION CENTER,"(37.735232, -122.389694)",100.0
1618,Salvation Army Cen. Corps / Sr. Act. Ctr,"(37.781307, -122.400338)",91.2857142857
1619,BAYVIEE HUNTER Pt. ADULT DAY HE,"(37.73241, -122.383559)",96.3333333333
1620,Self-Help For The Elderly - Lady Shaw Senior Center,"(37.796857, -122.411899)",98.5
1621,On Lok Senior Day Health Service,"(37.797883, -122.410374)",93.5555555556
1622,Sunset Senior Center,"(37.738334, -122.497977)",97.6
1623,Telegraph Hill Senior Meals Program,"(37.802918, -122.412494)",94.0
1624,"On Lok Senior Health Services, Inc","(37.788823, -122.419047)",91.5714285714
1625,HAMILTON SENIOR CENTER,"(37.7845654, -122.4352973)",96.0
1626,3RD BAPTIST FELLOWSHIP HALL,"(37.778233, -122.434677)",100.0
1627,KIMOCHI HOME,"(37.786944, -122.426377)",99.0
1628,POTRERO HILL NEIGHBORHOOD House,"(37.758134, -122.400926)",100.0
1629,KIMOCHI INC,"(37.786428, -122.430883)",88.0909090909
1630,ALEXIS APARTMENTS SR. MEALS PROGRAM,"(37.7810747, -122.4037422)",98.0
1631,Woolf House Senior Center,"(37.783037, -122.402952)",92.2857142857
1632,FRANCIS OF ASSISI SENIOR MEALS PROG,"(37.768904, -122.424466)",98.6666666667
1633,CASTRO SENIOR CENTER,"(37.760317, -122.437185)",94.0
1634,SAN FRANCISCO FOOD BANK,"(37.755098, -122.392975)",96.0
1635,Castro Street Chevron,"(37.762857, -122.434755)",96.0
1636,CHEVRON #1768,"(37.781193, -122.458519)",100.0
1637,CLAY THEATRE,"(37.790494, -122.434174)",92.5
1638,CHRISTA MARKET,"(37.788638, -122.442217)",92.8
1639,POTRERO TERRACE MARKET,"(37.754882, -122.39879)",97.3333333333
1640,HWA LEI MARKET,"(37.774722, -122.406761)",81.6923076923
1641,AKRON MEAT MARKET,"(37.758813, -122.415221)",94.0
1642,J C Market,"(37.795788, -122.408834)",80.4090909091
1643,New Ocean Seafood & Produce,"(37.795788, -122.408834)",83.8181818182
1644,House of Coffee,"(37.754058, -122.481201)",98.0
1645,STARBUCKS,"(37.777053, -122.416939)",96.4
1646,GLADSTONE MARKET,"(37.783186, -122.41882)",82.0
1647,T & L FOOD MARKET,"(37.783661, -122.414341)",69.0
1648,HIEP-THANH MARKET,"(37.784598, -122.417757)",69.1111111111
1649,Tuong Phong Market,"(37.784408, -122.416614)",74.2
1650,SNACK & BOTTLE SHOP,"(37.720524, -122.430562)",98.0
1651,"Spicy Bite Food, Inc","(37.740934, -122.422853)",97.5
1652,Chevron #1539,"(37.763802, -122.477186)",95.3333333333
1653,General Nutrition #302,"(37.789353, -122.401309)",95.1428571429
1654,Gold Coin Trading Co,"(37.796588, -122.409684)",79.4642857143
1655,"Chung Chou City, Inc #5","(37.797178, -122.408477)",79.3333333333
1656,Jamie Supermarket,"(37.796303, -122.408354)",89.25
1657,West Portal Nutrition Center,"(37.739147, -122.467661)",92.4
1658,Godiva Chocolatier Inc.,"(37.728497, -122.475639)",99.2
1659,PING'S MEAT MARKET,"(37.777286, -122.461229)",85.6111111111
1660,Arts Valero,"(37.724053, -122.402069)",92.3636363636
1661,EASY MONEY,"(37.76338, -122.482647)",100.0
1662,SF WINE TRADING COMPANY,"(37.743378, -122.468991)",95.3333333333
1663,Searchlight Market,"(37.799006, -122.418987)",85.2
1664,Cheese Plus,"(37.795273, -122.421665)",94.3333333333
1665,Green & Polk Produce,"(37.797238, -122.421956)",82.7
1666,BUCHANAN FOOD MART,"(37.789844, -122.430684)",96.0
1667,"STORE ON THE CORNER, THE","(37.787113, -122.400052)",83.2222222222
1668,XTRA OIL CORP,"(37.743151, -122.387913)",99.3333333333
1669,GRAND 7 LIQUOR & DELI,"(37.749949, -122.393975)",92.5
1670,ABC Super Market Inc,"(37.797753, -122.407597)",72.0833333333
1671,Kin Fai Produce,"(37.797018, -122.406212)",83.7333333333
1672,Luen Fat Market,"(37.796303, -122.408354)",88.3636363636
1673,Hang Seng Meat Market,"(37.795788, -122.408834)",86.0
1674,M.P. Seafood Market,"(37.795786, -122.409065)",91.2
1675,JERUSULEM,"(37.722087, -122.393214)",95.0
1676,Sunset Strip,"(37.761083, -122.490019)",88.25
1677,EVERGREEN MARKET,"(37.756385, -122.418816)",80.8
1678,VALENCIA WHOLE FOODS,"(37.757054, -122.421076)",88.25
1679,VALENCIA FARMER'S MARKET,"(37.752162, -122.420585)",89.3333333333
1680,ABE'S MARKET,"(37.772822, -122.430498)",98.0
1681,CENTRAL HAIGHT MARKET,"(37.77036, -122.4437)",91.5714285714
1682,OAK FAIR MARKET,"(37.773285, -122.435709)",99.0
1683,NICK'S SUPER MARKET,"(37.774017, -122.423184)",100.0
1684,LO-COST MEAT MARKET #2,"(37.752768, -122.410472)",77.0
1685,NOE HILL MARKET,"(37.759393, -122.432839)",96.5
1686,GOLDEN PRODUCE,"(37.768187, -122.429024)",87.375
1687,NOE VALLEY MARKET,"(37.765728, -122.433275)",92.0
1688,RELIANCE MARKET,"(37.757743, -122.434626)",94.6666666667
1689,SUN FAT SEAFOOD,"(37.754094, -122.418586)",88.0
1690,El Chico Produce Market #2,"(37.724489, -122.435026)",70.7916666667
1691,CHEVRON #1712,"(37.800538, -122.430864)",97.5
1692,CASA LUCAS #3,"(37.725432, -122.434216)",86.2222222222
1693,HONG KUN COMPANY,"(37.753618, -122.491031)",99.0
1694,RADMAN'S PRODUCE MARKET,"(37.782939, -122.412479)",88.5
1695,Swirl On Castro,"(37.759738, -122.434935)",100.0
1696,PastaGina,"(37.751403, -122.436286)",83.7647058824
1697,ALL STATES BEST FOODS,"(37.759913, -122.397589)",99.0
1698,Walgreens #03624,"(37.794356, -122.398393)",90.0
1699,WALGREENS #05487,"(37.729277, -122.392797)",100.0
1700,CASA LUCAS MARKET,"(37.752758, -122.410602)",87.7692307692
1701,TORINO MARKET,"(37.734392, -122.390972)",90.8888888889
1702,TRADER JOE'S,"(37.783444, -122.447294)",91.75
1703,TRADER JOE'S,"(37.774722, -122.406761)",87.2
1704,CHEVRON #1760,"(37.775314, -122.412819)",98.6666666667
1705,GENKI,"(37.783048, -122.462822)",88.7058823529
1706,Cowgirl Creamery/Artisan Cheese,"(37.795225, -122.39377)",100.0
1707,24TH STREET CHEESE COMPANY,"(37.751564, -122.429369)",97.0
1708,PACIFIC HEIGHTS CHEVRON,"(37.788708, -122.435704)",100.0
1709,Zelinsky,"(37.808494, -122.412)",98.0
1710,RUSSELL'S CONVENIENCE #621,"(37.789314, -122.395192)",92.6666666667
1712,Pine & Taylor Market,"(37.790724, -122.412193)",86.6
1713,North Beach Food Mart,"(37.802905, -122.413864)",97.3333333333
1714,Harbor Emperor,"(37.808494, -122.412)",93.0
1715,RJ's Market,"(37.803634, -122.403285)",70.4705882353
1716,Union Street Produce,"(37.799973, -122.412667)",94.5714285714
1717,Ten Ren Tea Co S F Ltd,"(37.795803, -122.406614)",80.4285714286
1718,EUROPA EXPRESS,"(37.774248, -122.510043)",85.2941176471
1719,GAS & SHOP,"(37.763803, -122.417326)",65.0
1720,AUTO CITY Food Mart,"(37.764773, -122.417416)",75.7777777778
1721,MR. PICKLE'S SANDWICH SHOP,"(37.758817, -122.416522)",83.3333333333
1722,LINCOLN 76,"(37.763483, -122.509335)",98.6666666667
1723,Peralta,"(37.808494, -122.412)",90.4
1724,SAV MOR MART,"(37.737212, -122.390014)",89.25
1725,The Daily Habit,"(37.795227, -122.39914)",95.3333333333
1726,SUPERETTE MARKET,"(37.784337, -122.409814)",83.0
1727,Discount Grocers,"(37.787924, -122.420164)",99.3333333333
1728,EMPIRE MARKET,"(37.783682, -122.414178)",96.25
1729,Stone House Calif Olive Oil,"(37.786766, -122.461545)",95.6666666667
1730,DON CHUYS MEXI-MERCADO,"(37.724122, -122.429309)",97.3333333333
1731,Encinal,"(37.808494, -122.412)",95.0
1732,BILLIARD PALACADE,"(37.715769, -122.441505)",98.6666666667
1733,HILLCREST MARKET,"(37.728993, -122.419697)",98.0
1734,RUSSELL'S CONVENIENCE #605,"(37.792037, -122.397852)",92.5
1735,NEW WING HING SEAFOOD MARKET,"(37.782118, -122.483191)",85.2857142857
1736,FREDS LIQUOR & DELI,"(37.774722, -122.406761)",96.0
1737,Fog Hill Market,"(37.800046, -122.405816)",100.0
1738,Acme Bread Company,"(37.795225, -122.39377)",100.0
1739,Sur La Table,"(37.795225, -122.39377)",96.0
1740,VINH KHANG HERBS & GINSENG,"(37.782957, -122.464762)",93.3333333333
1741,Seafood Center,"(37.782724, -122.46826)",92.0
1742,STARCO MART,"(37.779804, -122.410063)",88.8888888889
1743,THOM'S NATURAL FOODS/FRESH ORGANICS,"(37.780133, -122.482169)",98.5
1744,ROXIE FOOD CENTER,"(37.726948, -122.441391)",92.75
1745,Green Earth Natural Foods,"(37.777598, -122.438287)",96.0
1746,SUPER MIRA,"(37.786568, -122.429754)",92.0
1747,CHEVRON STATIONS INC. #1522,"(37.789645, -122.422314)",99.0
1748,UPTOWN MARKET,"(37.784085, -122.417613)",70.2307692308
1749,BEVERAGES & MORE,"(37.744984, -122.404059)",95.3333333333
1750,Intintoli,"(37.808494, -122.412)",99.0
1751,MV Vallejo,"(37.808494, -122.412)",100.0
1752,Old Blue,"(37.808494, -122.412)",99.0
1753,Oski,"(37.808494, -122.412)",92.6666666667
1754,Royal Star,"(37.808494, -122.412)",96.5
1755,SONOMA LIQUORS,"(37.774722, -122.406761)",96.6666666667
